"sales_order_number","customer_id","order_date","shipping_method","terms","web_order","subtotal","total","order_weight","first_order_month","months_since_first_order"
31876,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,11900,11900,0,2023-01-01,8
31877,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,4616.7,4616.7,0,2023-01-01,8
31878,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,799.4,799.4,0,2023-01-01,8
31879,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,1946,1946,0,2023-01-01,8
31880,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,2835.8,2835.8,0,2023-01-01,8
31899,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,3007,3007,0,2023-01-01,8
31908,"F022-F&D",2023-09-12,"CPICK",NA,FALSE,341.1,341.1,0,2023-01-01,8
31909,"F022-F&D",2023-09-12,"CPICK",NA,FALSE,175.72,175.72,0,2023-01-01,8
31922,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,417.2,417.2,0,2023-01-01,8
31924,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,3679.44,3679.44,0,2023-01-01,8
31938,"A045-AFS",2023-09-14,NA,NA,FALSE,25700,25700,16100,2023-01-01,8
31939,"H030-HARCO",2023-09-14,NA,NA,FALSE,114.35,114.35,0,2023-01-01,8
31940,"L005-LBGSY",2023-09-14,"MWS-T","NET30",FALSE,964.5,964.5,0,2023-01-01,8
31914,"C006-C&DTE",2023-09-12,"MWS-T","NET30",FALSE,4484.2,4484.2,0,2023-01-01,8
31915,"C006-C&DTE",2023-09-12,"MWS-T","NET30",FALSE,191.5,191.5,0,2023-01-01,8
31916,"C006-C&DTE",2023-09-12,"MWS-T","NET30",FALSE,125,125,0,2023-01-01,8
31917,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,2648.08,2648.08,0,2023-01-01,8
31918,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,12312.8,12312.8,0,2023-01-01,8
31919,"N012-NICHF",2023-09-12,"MWS-T","NET30",FALSE,908.9,908.9,0,2023-01-01,8
31920,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,908.8,908.8,0,2023-01-01,8
31921,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,941.99,941.99,0,2023-01-01,8
31923,"M026-MIURA",2023-09-12,"MWS-T","NET30",FALSE,6132.4,6132.4,0,2023-01-01,8
31941,"S046-SPOC",2023-09-14,NA,"NET30",FALSE,9089,9089,0,2023-01-01,8
31942,"M030-MORGO",2023-09-14,NA,"NET45",FALSE,11754.6,11754.6,0,2023-01-01,8
31943,"M030-MORGO",2023-09-14,NA,"NET45",FALSE,11145.6,11145.6,0,2023-01-01,8
31944,"M030-MORGO",2023-09-14,"MWS-T","NET45",FALSE,4939.3,4939.3,0,2023-01-01,8
31929,"P014-PRMPT",2023-09-13,NA,"NET30",FALSE,2792.2,2792.2,0,2023-01-01,8
31945,"S046-SPOC",2023-09-14,"CST-D","NET30",FALSE,10317.06,10317.06,0,2023-01-01,8
31946,"S046-SPOC",2023-09-14,NA,"NET30",FALSE,376.68,376.68,0,2023-01-01,8
31947,"S046-SPOC",2023-09-14,"CST-D","NET30",FALSE,407,407,0,2023-01-01,8
31948,"D011-DAIKI",2023-09-14,NA,"NET30",FALSE,4286.5,4286.5,0,2023-01-01,8
31949,"M030-MORGO",2023-09-14,"MWS-T","NET45",FALSE,208.5,208.5,0,2023-01-01,8
31950,"W007-WAHSE",2023-09-14,NA,NA,FALSE,10400,10400,0,2023-01-01,8
31951,"T049-TRU-C",2023-09-14,NA,NA,FALSE,7132.9,7132.9,0,2023-01-01,8
31955,"M030-MORGO",2023-09-15,"MWS-T","NET45",FALSE,1006.5,1006.5,0,2023-01-01,8
31956,"S002-SREIL",2023-09-15,NA,"NET30",FALSE,6566.96,6566.96,0,2023-01-01,8
31959,"F022-F&D",2023-09-15,"CPICK",NA,FALSE,119.8,119.8,0,2023-01-01,8
31962,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,9725.93,9725.93,0,2023-01-01,8
31963,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,33481.19,33481.19,0,2023-01-01,8
31937,"M045-MILLE",2023-09-14,NA,NA,FALSE,3960.2,3960.2,0,2023-09-01,0
31952,"S038-STLKI",2023-09-15,"MWS-T","NET60",FALSE,952,952,0,2023-01-01,8
31953,"S038-STLKI",2023-09-15,"MWS-T","NET60",FALSE,3324,3324,0,2023-01-01,8
31954,"M030-MORGO",2023-09-15,NA,"NET45",FALSE,1083.5,1083.5,0,2023-01-01,8
31957,"S002-SREIL",2023-09-15,NA,"NET30",FALSE,3231.6,3231.6,0,2023-01-01,8
31958,"A050-ALLVA",2023-09-15,NA,NA,FALSE,13479,13479,0,2023-01-01,8
31960,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,11361.65,11361.65,0,2023-01-01,8
31961,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,6982.51,6982.51,0,2023-01-01,8
31964,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,15069.55,15069.55,0,2023-01-01,8
31965,"F022-F&D",2023-09-15,"CPICK",NA,FALSE,358.06,358.06,0,2023-01-01,8
31966,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,5266.09,5266.09,0,2023-01-01,8
31967,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,941.36,941.36,0,2023-01-01,8
31968,"V007-VNDRL",2023-09-15,NA,"NET30",FALSE,129.95,129.95,0,2023-01-01,8
31881,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,22312.5,22312.5,0,2023-01-01,8
31882,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,216,216,0,2023-01-01,8
31883,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,366,366,0,2023-01-01,8
31884,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,688.3,688.3,0,2023-01-01,8
31885,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,3136.5,3136.5,0,2023-01-01,8
31886,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,1641,1641,0,2023-01-01,8
31887,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,17596.6,17596.6,0,2023-01-01,8
31888,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,2927.4,2927.4,0,2023-01-01,8
31889,"F022-F&D",2023-09-12,"CPICK",NA,FALSE,2076.4,2076.4,0,2023-01-01,8
31890,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,1531.6,1531.6,0,2023-01-01,8
31891,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,3159.8,3159.8,0,2023-01-01,8
31892,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,4101.4,4101.4,0,2023-01-01,8
31893,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,1805.6,1805.6,0,2023-01-01,8
31894,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,2085,2085,0,2023-01-01,8
31895,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,4675.4,4675.4,0,2023-01-01,8
31896,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,280,280,0,2023-01-01,8
31897,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,1632.2,1632.2,0,2023-01-01,8
31898,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,4391,4391,0,2023-01-01,8
31910,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,2220,2220,0,2023-01-01,8
31911,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,412.8,412.8,0,2023-01-01,8
31912,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,2245.5,2245.5,0,2023-01-01,8
31913,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,1825.2,1825.2,0,2023-01-01,8
31695,"A045-AFS",2023-09-06,NA,NA,FALSE,2775,2775,411,2023-01-01,8
31696,"S046-SPOC",2023-09-06,"CST-D","NET30",FALSE,3645.12,3645.12,0,2023-01-01,8
31697,"M040-MORRI",2023-09-06,NA,NA,FALSE,1115,1115,0,2023-03-01,6
31698,"F022-F&D",2023-09-06,"CPICK",NA,FALSE,439.3,439.3,0,2023-01-01,8
31700,"F022-F&D",2023-09-06,"CPICK",NA,FALSE,284.25,284.25,0,2023-01-01,8
31699,"M026-MIURA",2023-09-06,"MWS-T","NET30",FALSE,286.8,286.8,0,2023-01-01,8
31701,"M026-MIURA",2023-09-06,"MWS-T","NET30",FALSE,1865.7,1865.7,0,2023-01-01,8
31702,"S038-STLKI",2023-09-06,"MWS-T","NET60",FALSE,445,445,0,2023-01-01,8
31703,"S038-STLKI",2023-09-06,"MWS-T","NET60",FALSE,1185,1185,0,2023-01-01,8
31704,"H031-HYPER",2023-09-06,NA,NA,FALSE,5382.98,5382.98,0,2023-02-01,7
31706,"S046-SPOC",2023-09-06,"CST-D","NET30",FALSE,256.44,256.44,0,2023-01-01,8
31736,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,644.4,644.4,0,2023-01-01,8
31737,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,507.4,507.4,0,2023-01-01,8
31705,"H031-HYPER",2023-09-06,NA,NA,FALSE,475.4,475.4,0,2023-02-01,7
31707,"S002-SREIL",2023-09-06,NA,"NET30",FALSE,241.86,241.86,0,2023-01-01,8
31709,"S002-SREIL",2023-09-06,NA,"NET30",FALSE,594.24,594.24,0,2023-01-01,8
31712,"S002-SREIL",2023-09-06,NA,"NET30",FALSE,86.86,86.86,0,2023-01-01,8
31713,"S002-SREIL",2023-09-06,NA,"NET30",FALSE,549.6,549.6,0,2023-01-01,8
31715,"H026-HUSSM",2023-09-07,"CST-D","NET30",FALSE,13639.6,13639.6,0,2023-01-01,8
31716,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,974.67,974.67,0,2023-01-01,8
31718,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1376,1376,0,2023-01-01,8
31719,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,507.4,507.4,0,2023-01-01,8
31723,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,623.28,623.28,0,2023-01-01,8
31725,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,507.4,507.4,0,2023-01-01,8
31727,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,720,720,0,2023-01-01,8
31729,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,628.32,628.32,0,2023-01-01,8
31738,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,974.67,974.67,0,2023-01-01,8
31739,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,720,720,0,2023-01-01,8
31742,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2856,2856,0,2023-01-01,8
31747,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2566.2,2566.2,0,2023-01-01,8
31768,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,306,306,0,2023-01-01,8
31769,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,462,462,0,2023-01-01,8
31770,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,381,381,0,2023-01-01,8
31771,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,370.5,370.5,0,2023-01-01,8
31772,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1476,1476,0,2023-01-01,8
31797,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1227,1227,0,2023-01-01,8
31801,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,462,462,0,2023-01-01,8
31730,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,3147,3147,0,2023-01-01,8
31732,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2566.2,2566.2,0,2023-01-01,8
31734,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,3147,3147,0,2023-01-01,8
31740,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2523.84,2523.84,0,2023-01-01,8
31741,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,628.32,628.32,0,2023-01-01,8
31743,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,3147,3147,0,2023-01-01,8
31744,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,3147,3147,0,2023-01-01,8
31745,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,3147,3147,0,2023-01-01,8
31746,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,3147,3147,0,2023-01-01,8
31748,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2856,2856,0,2023-01-01,8
31749,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,381,381,0,2023-01-01,8
31750,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,370.5,370.5,0,2023-01-01,8
31751,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1476,1476,0,2023-01-01,8
31753,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,381,381,0,2023-01-01,8
31754,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,370.5,370.5,0,2023-01-01,8
31755,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,325.5,325.5,0,2023-01-01,8
31756,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,382.5,382.5,0,2023-01-01,8
31757,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,340.5,340.5,0,2023-01-01,8
31760,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1164,1164,0,2023-01-01,8
31761,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,802.5,802.5,0,2023-01-01,8
31763,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,835.5,835.5,0,2023-01-01,8
31764,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1428,1428,0,2023-01-01,8
31765,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1227,1227,0,2023-01-01,8
31766,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1284,1284,0,2023-01-01,8
31752,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1623,1623,0,2023-01-01,8
31806,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,340.5,340.5,0,2023-01-01,8
31808,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,471,471,0,2023-01-01,8
31810,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,802.5,802.5,0,2023-01-01,8
31812,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,8412,8412,0,2023-01-01,8
31838,"M030-MORGO",2023-09-08,NA,"NET45",FALSE,3597.5,3597.5,0,2023-01-01,8
31807,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1753.5,1753.5,0,2023-01-01,8
31841,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1142,1142,0,2023-01-01,8
31842,"M045-MILLE",2023-09-08,NA,NA,FALSE,3960.2,3960.2,0,2023-09-01,0
31843,"N016-NANOL",2023-09-08,NA,"NET30",FALSE,2280,2280,0,2023-01-01,8
31844,"S002-SREIL",2023-09-08,NA,"NET30",FALSE,198.48,198.48,0,2023-01-01,8
31845,"H026-HUSSM",2023-09-08,"CST-D","NET30",FALSE,3592.8,3592.8,0,2023-01-01,8
31846,"S046-SPOC",2023-09-08,NA,"NET30",FALSE,67.9,67.9,0,2023-01-01,8
31847,"K006-K&R",2023-09-08,"CPICK","NET30",FALSE,2575,2575,0,2023-01-01,8
31758,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1753.5,1753.5,0,2023-01-01,8
31759,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,471,471,0,2023-01-01,8
31762,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2158.5,2158.5,0,2023-01-01,8
31775,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,370.5,370.5,0,2023-01-01,8
31776,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,325.5,325.5,0,2023-01-01,8
31777,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,382.5,382.5,0,2023-01-01,8
31800,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,306,306,0,2023-01-01,8
31802,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,381,381,0,2023-01-01,8
31803,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,370.5,370.5,0,2023-01-01,8
31804,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,325.5,325.5,0,2023-01-01,8
31805,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,382.5,382.5,0,2023-01-01,8
31767,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,306,306,0,2023-01-01,8
31779,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1753.5,1753.5,0,2023-01-01,8
31781,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1164,1164,0,2023-01-01,8
31788,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,306,306,0,2023-01-01,8
31790,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,462,462,0,2023-01-01,8
31791,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,381,381,0,2023-01-01,8
31792,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,370.5,370.5,0,2023-01-01,8
31793,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1476,1476,0,2023-01-01,8
31795,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,835.5,835.5,0,2023-01-01,8
31796,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1428,1428,0,2023-01-01,8
31798,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1284,1284,0,2023-01-01,8
31799,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,306,306,0,2023-01-01,8
31773,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1623,1623,0,2023-01-01,8
31774,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,381,381,0,2023-01-01,8
31778,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,340.5,340.5,0,2023-01-01,8
31780,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,471,471,0,2023-01-01,8
31782,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,802.5,802.5,0,2023-01-01,8
31783,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2158.5,2158.5,0,2023-01-01,8
31785,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1428,1428,0,2023-01-01,8
31786,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1227,1227,0,2023-01-01,8
31787,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1284,1284,0,2023-01-01,8
31794,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1623,1623,0,2023-01-01,8
31809,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,1164,1164,0,2023-01-01,8
31811,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,2158.5,2158.5,0,2023-01-01,8
31784,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,835.5,835.5,0,2023-01-01,8
31789,"M030-MORGO",2023-09-07,"MWS-T","NET45",FALSE,306,306,0,2023-01-01,8
31814,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,759,759,0,2023-01-01,8
31815,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,19176,19176,0,2023-01-01,8
31827,"K007-KENWO",2023-09-08,"MWS-T","NET30",FALSE,10693,10693,0,2023-01-01,8
31828,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1198.08,1198.08,0,2023-01-01,8
31829,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1198.08,1198.08,0,2023-01-01,8
31831,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,720,720,0,2023-01-01,8
31832,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1608,1608,0,2023-01-01,8
31834,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1608,1608,0,2023-01-01,8
31835,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,3791.76,3791.76,0,2023-01-01,8
31836,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1608,1608,0,2023-01-01,8
31813,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,19176,19176,0,2023-01-01,8
31837,"M030-MORGO",2023-09-08,NA,"NET45",FALSE,1452.1,1452.1,0,2023-01-01,8
31839,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,3427.4,3427.4,0,2023-01-01,8
31840,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,815,815,0,2023-01-01,8
31850,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1819.2,1819.2,0,2023-01-01,8
31852,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,3063.2,3063.2,0,2023-01-01,8
31853,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,6080.8,6080.8,0,2023-01-01,8
31854,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,19619.3,19619.3,0,2023-01-01,8
31856,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,3791.76,3791.76,0,2023-01-01,8
31858,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,4044,4044,0,2023-01-01,8
31859,"M030-MORGO",2023-09-08,NA,"NET45",FALSE,9180,9180,0,2023-01-01,8
31860,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,15713.24,15713.24,0,2023-01-01,8
31816,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,19176,19176,0,2023-01-01,8
31817,"C006-C&DTE",2023-09-08,"MWS-T","NET30",FALSE,2882.3,2882.3,0,2023-01-01,8
31818,"L017-LINCO",2023-09-08,NA,NA,FALSE,1850,1850,0,2023-09-01,0
31819,"S038-STLKI",2023-09-08,"CST-D","NET60",FALSE,2440,2440,0,2023-01-01,8
31820,"N012-NICHF",2023-09-08,"MWS-T","NET30",FALSE,1200,1200,0,2023-01-01,8
31821,"S038-STLKI",2023-09-08,"MWS-T","NET60",FALSE,11575,11575,0,2023-01-01,8
31822,"S038-STLKI",2023-09-08,"MWS-T","NET60",FALSE,11575,11575,0,2023-01-01,8
31823,"S038-STLKI",2023-09-08,"MWS-T","NET60",FALSE,11575,11575,0,2023-01-01,8
31824,"S038-STLKI",2023-09-08,"MWS-T","NET60",FALSE,5812.5,5812.5,0,2023-01-01,8
31825,"S038-STLKI",2023-09-08,"MWS-T","NET60",FALSE,3342.13,3342.13,0,2023-01-01,8
31826,"S038-STLKI",2023-09-08,"MWS-T","NET60",FALSE,840,840,0,2023-01-01,8
31830,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,2856,2856,0,2023-01-01,8
31833,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1608,1608,0,2023-01-01,8
31848,"L012-LOZIE",2023-09-08,"CST-D","NET30",FALSE,20500,20500,0,2023-02-01,7
31849,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,1323,1323,0,2023-01-01,8
31851,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,9437.4,9437.4,0,2023-01-01,8
31855,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,3609.2,3609.2,0,2023-01-01,8
31857,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,2728.8,2728.8,0,2023-01-01,8
31872,"M030-MORGO",2023-09-11,"MWS-T","NET45",FALSE,6522,6522,0,2023-01-01,8
31900,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,5850.6,5850.6,0,2023-01-01,8
31901,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,481.6,481.6,0,2023-01-01,8
31925,"F022-F&D",2023-09-13,"CPICK",NA,FALSE,1038.2,1038.2,0,2023-01-01,8
31926,"S038-STLKI",2023-09-13,"MWS-T","NET60",FALSE,2060,2060,0,2023-01-01,8
31927,"A053-AIRMA",2023-09-13,NA,"NET60",FALSE,130,130,0,2023-07-01,2
31930,"F022-F&D",2023-09-14,"CPICK",NA,FALSE,375,375,0,2023-01-01,8
31861,"M030-MORGO",2023-09-08,NA,"NET45",FALSE,1805.6,1805.6,0,2023-01-01,8
31862,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,9181.8,9181.8,0,2023-01-01,8
31865,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,479.2,479.2,0,2023-01-01,8
31866,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,119.8,119.8,0,2023-01-01,8
31867,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,239.6,239.6,0,2023-01-01,8
31868,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,175.72,175.72,0,2023-01-01,8
31869,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,119.8,119.8,0,2023-01-01,8
31870,"S046-SPOC",2023-09-11,"CST-D","NET30",FALSE,599.5,599.5,0,2023-01-01,8
31871,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,60.78,60.78,0,2023-01-01,8
31873,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,2252.12,2252.12,0,2023-01-01,8
31874,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,60.78,60.78,0,2023-01-01,8
31875,"F022-F&D",2023-09-11,"CPICK",NA,FALSE,182.34,182.34,0,2023-01-01,8
31902,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,18676.4,18676.4,0,2023-01-01,8
31863,"M030-MORGO",2023-09-08,"MWS-T","NET45",FALSE,3609.2,3609.2,0,2023-01-01,8
31864,"C006-C&DTE",2023-09-11,"MWS-T","NET30",FALSE,141.8,141.8,0,2023-01-01,8
31903,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,813.6,813.6,0,2023-01-01,8
31904,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,10122.8,10122.8,0,2023-01-01,8
31905,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,7230,7230,0,2023-01-01,8
31906,"M030-MORGO",2023-09-12,NA,"NET45",FALSE,7005,7005,0,2023-01-01,8
31907,"M030-MORGO",2023-09-12,"MWS-T","NET45",FALSE,14963.2,14963.2,0,2023-01-01,8
31931,"S038-STLKI",2023-09-14,"MWS-T","NET60",FALSE,10613.42,10613.42,0,2023-01-01,8
31932,"S038-STLKI",2023-09-14,"MWS-T","NET60",FALSE,1024,1024,0,2023-01-01,8
31933,"S038-STLKI",2023-09-14,"MWS-T","NET60",FALSE,604,604,0,2023-01-01,8
31934,"S038-STLKI",2023-09-14,"MWS-T","NET60",FALSE,67247.4,67247.4,0,2023-01-01,8
31935,"S038-STLKI",2023-09-14,"MWS-T","NET60",FALSE,64562.4,64562.4,0,2023-01-01,8
31936,"M045-MILLE",2023-09-14,NA,NA,FALSE,3960.2,3960.2,0,2023-09-01,0
27546,"S038-STLKI",2023-01-02,"MWS-T","NET60",FALSE,568.5,568.5,0,2023-01-01,0
27547,"S038-STLKI",2023-01-02,"MWS-T","NET60",FALSE,695.5,695.5,0,2023-01-01,0
27548,"S038-STLKI",2023-01-02,"MWS-T","NET60",FALSE,495,495,0,2023-01-01,0
27549,"S038-STLKI",2023-01-02,"MWS-T","NET60",FALSE,8480,8480,0,2023-01-01,0
27550,"S038-STLKI",2023-01-02,"MWS-T","NET60",FALSE,1440,1440,0,2023-01-01,0
