"sales_order_number","customer_id","order_date","shipping_method","terms","web_order","subtotal","total","order_weight","first_order_month","months_since_first_order"
28118,"M030-MORGO",2023-01-27,NA,"NET45",FALSE,6429,6429,0,2023-01-01,0
28159,"F022-F&D",2023-01-30,"CPICK",NA,FALSE,179.7,179.7,0,2023-01-01,0
28176,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,204,204,0,2023-01-01,0
28177,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,181.6,181.6,0,2023-01-01,0
28179,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,251.2,251.2,0,2023-01-01,0
28137,"F022-F&D",2023-01-30,"CPICK",NA,FALSE,300,300,0,2023-01-01,0
28148,"M026-MIURA",2023-01-30,"MWS-T","NET30",FALSE,286.8,286.8,0,2023-01-01,0
28153,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,4970.2,4970.2,0,2023-01-01,0
28155,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,1039.5,1039.5,0,2023-01-01,0
28166,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,761.6,761.6,0,2023-01-01,0
28167,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,654.4,654.4,0,2023-01-01,0
28168,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,684.8,684.8,0,2023-01-01,0
28169,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,0
28171,"M030-MORGO",2023-01-30,"MWS-T","NET45",FALSE,246.4,246.4,0,2023-01-01,0
28172,"F022-F&D",2023-01-31,"CPICK",NA,FALSE,217.4,217.4,0,2023-01-01,0
28202,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,1262,1262,0,2023-01-01,0
28203,"C006-C&DTE",2023-01-31,"MWS-T","NET30",FALSE,388.65,388.65,0,2023-01-01,0
28205,"K006-K&R",2023-01-31,"CPICK","NET30",FALSE,2700,2700,0,2023-01-01,0
28175,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,173.6,173.6,0,2023-01-01,0
28180,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,620.8,620.8,0,2023-01-01,0
28182,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,1151.2,1151.2,0,2023-01-01,0
28190,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,203.2,203.2,0,2023-01-01,0
28191,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,197.6,197.6,0,2023-01-01,0
28193,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,204,204,0,2023-01-01,0
28194,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,181.6,181.6,0,2023-01-01,0
28197,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,620.8,620.8,0,2023-01-01,0
28199,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,1151.2,1151.2,0,2023-01-01,0
28206,"S002-SREIL",2023-01-31,NA,"NET30",FALSE,630.5,630.5,0,2023-01-01,0
28207,"S002-SREIL",2023-01-31,NA,"NET30",FALSE,640.56,640.56,0,2023-01-01,0
28208,"W007-WAHSE",2023-01-31,NA,NA,FALSE,16.17,16.17,0,2023-01-01,0
28178,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,935.2,935.2,0,2023-01-01,0
28210,"F022-F&D",2023-02-01,"CPICK",NA,FALSE,34797.4,34797.4,0,2023-01-01,1
28252,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,15548.4,15548.4,0,2023-01-01,1
28253,"M030-MORGO",2023-02-07,"MWS-T","NET45",FALSE,876,876,0,2023-01-01,1
28254,"M030-MORGO",2023-02-07,"MWS-T","NET45",FALSE,856.8,856.8,0,2023-01-01,1
28259,"P014-PRMPT",2023-02-08,NA,"NET30",FALSE,254.5,254.5,0,2023-01-01,1
28265,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,12474,12474,0,2023-01-01,1
28268,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,5353.8,5353.8,0,2023-01-01,1
28270,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,4076.1,4076.1,0,2023-01-01,1
28271,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,10360,10360,0,2023-01-01,1
28274,"S002-SREIL",2023-02-09,NA,"NET30",FALSE,2200.4,2200.4,0,2023-01-01,1
28275,"S002-SREIL",2023-02-09,NA,"NET30",FALSE,1183.6,1183.6,0,2023-01-01,1
28277,"F015-FORDM",2023-02-09,"CST-D","NET30",FALSE,3075,3075,0,2023-02-01,0
28181,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,428,428,0,2023-01-01,0
28224,"K016-KELVI",2023-02-02,NA,"NET45",FALSE,15586.6,15586.6,0,2023-01-01,1
28225,"M030-MORGO",2023-02-02,"MWS-T","NET45",FALSE,3449.25,3449.25,0,2023-01-01,1
28226,"N012-NICHF",2023-02-02,"MWS-T","NET30",FALSE,1600,1600,0,2023-01-01,1
28227,"C006-C&DTE",2023-02-02,"MWS-T","NET30",FALSE,386.5,386.5,0,2023-01-01,1
28228,"N016-NANOL",2023-02-02,NA,"NET30",FALSE,4875,4875,0,2023-01-01,1
28273,"S002-SREIL",2023-02-09,NA,"NET30",FALSE,3231.6,3231.6,0,2023-01-01,1
28278,"F022-F&D",2023-02-09,"CPICK",NA,FALSE,26866.8,26866.8,0,2023-01-01,1
28279,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,17782.6,17782.6,0,2023-01-01,1
28280,"S038-STLKI",2023-02-09,"CST-D","NET60",FALSE,1840,1840,0,2023-01-01,1
28281,"S038-STLKI",2023-02-09,"MWS-T","NET60",FALSE,1982,1982,0,2023-01-01,1
28282,"S038-STLKI",2023-02-09,"MWS-T","NET60",FALSE,5109.8,5109.8,0,2023-01-01,1
28283,"S038-STLKI",2023-02-09,"MWS-T","NET60",FALSE,8277.5,8277.5,0,2023-01-01,1
28183,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,445.6,445.6,0,2023-01-01,0
28209,"W007-WAHSE",2023-01-31,NA,NA,FALSE,1600.83,1600.83,0,2023-01-01,0
28211,"S002-SREIL",2023-02-01,NA,"NET30",FALSE,77.9,77.9,0,2023-01-01,1
28212,"S002-SREIL",2023-02-01,NA,"NET30",FALSE,126.72,126.72,0,2023-01-01,1
28213,"M030-MORGO",2023-02-01,"MWS-T","NET45",FALSE,1266,1266,0,2023-01-01,1
28214,"M030-MORGO",2023-02-01,"MWS-T","NET45",FALSE,435.6,435.6,0,2023-01-01,1
28215,"M030-MORGO",2023-02-01,"MWS-T","NET45",FALSE,2660.4,2660.4,0,2023-01-01,1
28216,"V007-VNDRL",2023-02-01,NA,"NET30",FALSE,239,239,0,2023-01-01,1
28217,"M026-MIURA",2023-02-01,"MWS-T","NET30",FALSE,12312.8,12312.8,0,2023-01-01,1
28218,"M026-MIURA",2023-02-01,"MWS-T","NET30",FALSE,12312.8,12312.8,0,2023-01-01,1
28219,"M026-MIURA",2023-02-01,"MWS-T","NET30",FALSE,7576.2,7576.2,0,2023-01-01,1
28220,"M026-MIURA",2023-02-01,"MWS-T","NET30",FALSE,7576.2,7576.2,0,2023-01-01,1
28221,"K007-KENWO",2023-02-01,"MWS-T","NET30",FALSE,1543.5,1543.5,0,2023-01-01,1
28184,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,761.6,761.6,0,2023-01-01,0
28185,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,654.4,654.4,0,2023-01-01,0
28186,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,684.8,684.8,0,2023-01-01,0
28187,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,0
28188,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,0
28189,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,246.4,246.4,0,2023-01-01,0
28192,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,173.6,173.6,0,2023-01-01,0
28195,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,935.2,935.2,0,2023-01-01,0
28196,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,251.2,251.2,0,2023-01-01,0
28198,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,428,428,0,2023-01-01,0
28200,"K007-KENWO",2023-01-31,"MWS-T","NET30",FALSE,2001.24,2001.24,0,2023-01-01,0
28201,"M030-MORGO",2023-01-31,"MWS-T","NET45",FALSE,2432.5,2432.5,0,2023-01-01,0
28204,"C006-C&DTE",2023-01-31,"MWS-T","NET30",FALSE,514.5,514.5,0,2023-01-01,0
28222,"F022-F&D",2023-02-01,"CPICK",NA,FALSE,6229.2,6229.2,0,2023-01-01,1
28223,"C006-C&DTE",2023-02-02,"MWS-T","NET30",FALSE,0,0,0,2023-01-01,1
28233,"S002-SREIL",2023-02-03,NA,"NET30",FALSE,192.6,192.6,0,2023-01-01,1
28235,"S002-SREIL",2023-02-03,NA,"NET30",FALSE,4588.4,4588.4,0,2023-01-01,1
28236,"S002-SREIL",2023-02-03,NA,"NET30",FALSE,3336.45,3336.45,0,2023-01-01,1
28237,"S002-SREIL",2023-02-03,NA,"NET30",FALSE,720.8,720.8,0,2023-01-01,1
28239,"K016-KELVI",2023-02-06,"MWS-T","NET45",FALSE,1225,1225,0,2023-01-01,1
28240,"M030-MORGO",2023-02-06,NA,"NET45",FALSE,4797,4797,0,2023-01-01,1
28241,"A045-AFS",2023-02-07,NA,NA,FALSE,2526,2526,171.6,2023-01-01,1
28242,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,2900,2900,0,2023-01-01,1
28246,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,2900,2900,0,2023-01-01,1
28247,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,2320,2320,0,2023-01-01,1
28229,"P014-PRMPT",2023-02-02,NA,"NET30",FALSE,900,900,0,2023-01-01,1
28230,"F022-F&D",2023-02-02,"CPICK",NA,FALSE,2988.1,2988.1,0,2023-01-01,1
28231,"S046-SPOC",2023-02-03,"CST-D","NET30",FALSE,5780,5780,0,2023-01-01,1
28232,"S046-SPOC",2023-02-03,"CST-D","NET30",FALSE,2925,2925,0,2023-01-01,1
28234,"S002-SREIL",2023-02-03,NA,"NET30",FALSE,1163.36,1163.36,0,2023-01-01,1
28238,"F022-F&D",2023-02-06,"CPICK",NA,FALSE,2076.4,2076.4,0,2023-01-01,1
28243,"K016-KELVI",2023-02-07,"MWS-T","NET45",FALSE,483.5,483.5,0,2023-01-01,1
28244,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,2900,2900,0,2023-01-01,1
28245,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,2900,2900,0,2023-01-01,1
28248,"M030-MORGO",2023-02-07,"MWS-T","NET45",FALSE,1039.5,1039.5,0,2023-01-01,1
28249,"H031-HYPER",2023-02-07,NA,NA,FALSE,17014.56,17014.56,0,2023-02-01,0
28250,"H031-HYPER",2023-02-07,"CPICK",NA,FALSE,1633.34,1633.34,0,2023-02-01,0
28251,"M030-MORGO",2023-02-07,NA,"NET45",FALSE,5262,5262,0,2023-01-01,1
28284,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,63.3,63.3,0,2023-01-01,1
28285,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,1017.64,1017.64,0,2023-01-01,1
28286,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,1689.8,1689.8,0,2023-01-01,1
28287,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,221.6,221.6,0,2023-01-01,1
28288,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,2699.64,2699.64,0,2023-01-01,1
28289,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,745.8,745.8,0,2023-01-01,1
28290,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,1626.6,1626.6,0,2023-01-01,1
28292,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,111,111,0,2023-01-01,1
28295,"MISC",2023-02-09,NA,"COD",FALSE,0,0,0,2023-02-01,0
28297,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,1530.9,1530.9,0,2023-01-01,1
28298,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,896,896,0,2023-01-01,1
28299,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,412.8,412.8,0,2023-01-01,1
28255,"K016-KELVI",2023-02-07,"MWS-T","NET45",FALSE,1362.48,1362.48,0,2023-01-01,1
28304,"MISC",2023-02-09,NA,"COD",FALSE,0,0,0,2023-02-01,0
28310,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,761.6,761.6,0,2023-01-01,1
28315,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,1
28316,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,246.4,246.4,0,2023-01-01,1
28317,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,203.2,203.2,0,2023-01-01,1
28319,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,173.6,173.6,0,2023-01-01,1
28320,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,204,204,0,2023-01-01,1
28322,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,935.2,935.2,0,2023-01-01,1
28323,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,251.2,251.2,0,2023-01-01,1
28325,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,428,428,0,2023-01-01,1
28326,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,1151.2,1151.2,0,2023-01-01,1
28330,"T042-TRIAN",2023-02-09,"CPICK",NA,FALSE,259,259,0,2023-01-01,1
28256,"F022-F&D",2023-02-08,"CPICK",NA,FALSE,29.95,29.95,0,2023-01-01,1
28263,"Y002-YNGTC",2023-02-08,"CST-D",NA,FALSE,1217.5,1217.5,0,2023-01-01,1
28264,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,338.8,338.8,0,2023-01-01,1
28266,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,266,266,0,2023-01-01,1
28267,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,5293.2,5293.2,0,2023-01-01,1
28331,"S039-SMI",2023-02-10,NA,"NET30",FALSE,166497.25,166497.25,0,2023-01-01,1
28333,"S039-SMI",2023-02-10,NA,"NET30",FALSE,166497.25,166497.25,0,2023-01-01,1
28335,"S039-SMI",2023-02-10,NA,"NET30",FALSE,166497.25,166497.25,0,2023-01-01,1
28344,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,865.6,865.6,0,2023-01-01,1
28347,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,654.4,654.4,0,2023-01-01,1
28348,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,684.8,684.8,0,2023-01-01,1
28350,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,1
28372,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,1283.1,1283.1,0,2023-01-01,1
28257,"H026-HUSSM",2023-02-08,"CST-D","NET30",FALSE,14009.75,14009.75,0,2023-01-01,1
28260,"P023-PRTNL",2023-02-08,NA,"NET30",FALSE,940,940,0,2023-02-01,0
28261,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,1678.4,1678.4,0,2023-01-01,1
28262,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,1678.4,1678.4,0,2023-01-01,1
28269,"M030-MORGO",2023-02-08,"MWS-T","NET45",FALSE,2909.4,2909.4,0,2023-01-01,1
28272,"S038-STLKI",2023-02-08,"MWS-T","NET60",FALSE,740,740,0,2023-01-01,1
28336,"F022-F&D",2023-02-10,"CPICK",NA,FALSE,40951.6,40951.6,0,2023-01-01,1
28373,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,1283.1,1283.1,0,2023-01-01,1
28406,"S025-SAKAI",2023-02-14,"MWS-T","NET30",FALSE,6103.48,6103.48,0,2023-01-01,1
28408,"S025-SAKAI",2023-02-14,"MWS-T","NET30",FALSE,6103.48,6103.48,0,2023-01-01,1
28410,"S025-SAKAI",2023-02-14,"MWS-T","NET30",FALSE,6103.48,6103.48,0,2023-01-01,1
28455,"S002-SREIL",2023-02-15,NA,"NET30",FALSE,268.8,268.8,0,2023-01-01,1
28461,"M030-MORGO",2023-02-16,NA,"NET45",FALSE,1341.5,1341.5,0,2023-01-01,1
28258,"H026-HUSSM",2023-02-08,"CST-D","NET30",FALSE,2736.6,2736.6,0,2023-01-01,1
28276,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,2458.5,2458.5,0,2023-01-01,1
28421,"S046-SPOC",2023-02-14,"CST-D","NET30",FALSE,275,275,0,2023-01-01,1
28422,"S046-SPOC",2023-02-14,"CST-D","NET30",FALSE,275,275,0,2023-01-01,1
28440,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,854.1,854.1,0,2023-01-01,1
28442,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,111.3,111.3,0,2023-01-01,1
28443,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,101.5,101.5,0,2023-01-01,1
28445,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,744.8,744.8,0,2023-01-01,1
28447,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,263.2,263.2,0,2023-01-01,1
28450,"A045-AFS",2023-02-15,NA,NA,FALSE,5461,5461,836,2023-01-01,1
28452,"M030-MORGO",2023-02-15,"MWS-T","NET45",FALSE,14,14,0,2023-01-01,1
28454,"Y001-YOKOG",2023-02-15,"CST-D",NA,FALSE,1145.32,1145.32,0,2023-02-01,0
28291,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,350.5,350.5,0,2023-01-01,1
28293,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,515.19,515.19,0,2023-01-01,1
28294,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,1421.85,1421.85,0,2023-01-01,1
28296,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,787.5,787.5,0,2023-01-01,1
28300,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,978.5,978.5,0,2023-01-01,1
28301,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,96,96,0,2023-01-01,1
28302,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,4196.8,4196.8,0,2023-01-01,1
28308,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,865.6,865.6,0,2023-01-01,1
28309,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,445.6,445.6,0,2023-01-01,1
28311,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,654.4,654.4,0,2023-01-01,1
28313,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,684.8,684.8,0,2023-01-01,1
28314,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,1
28318,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,197.6,197.6,0,2023-01-01,1
28303,"M026-MIURA",2023-02-09,"MWS-T","NET30",FALSE,1822.4,1822.4,0,2023-01-01,1
28321,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,181.6,181.6,0,2023-01-01,1
28324,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,620.8,620.8,0,2023-01-01,1
28327,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,1283.1,1283.1,0,2023-01-01,1
28328,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,1142.4,1142.4,0,2023-01-01,1
28329,"L005-LBGSY",2023-02-09,"MWS-T","NET30",FALSE,9143.2,9143.2,0,2023-01-01,1
28332,"H026-HUSSM",2023-02-10,"CST-D","NET30",FALSE,5437.6,5437.6,0,2023-01-01,1
28334,"F022-F&D",2023-02-10,"CPICK",NA,FALSE,179.7,179.7,0,2023-01-01,1
28337,"M030-MORGO",2023-02-10,"MWS-T","NET45",FALSE,1678.4,1678.4,0,2023-01-01,1
28341,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,203.2,203.2,0,2023-01-01,1
28342,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,197.6,197.6,0,2023-01-01,1
28343,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,787.2,787.2,0,2023-01-01,1
28345,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,445.6,445.6,0,2023-01-01,1
28305,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,203.2,203.2,0,2023-01-01,1
28306,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,197.6,197.6,0,2023-01-01,1
28307,"M030-MORGO",2023-02-09,"MWS-T","NET45",FALSE,787.2,787.2,0,2023-01-01,1
28312,"K016-KELVI",2023-02-09,"MWS-T","NET45",FALSE,0,0,0,2023-01-01,1
28364,"A012-ALADD",2023-02-13,"CST-D","NET30",FALSE,3201,3201,0,2023-02-01,0
28365,"M026-MIURA",2023-02-13,"MWS-T","NET30",FALSE,61.92,61.92,0,2023-01-01,1
28456,"S038-STLKI",2023-02-16,"MWS-T","NET60",FALSE,55.05,55.05,0,2023-01-01,1
28457,"S038-STLKI",2023-02-16,"MWS-T","NET60",FALSE,2105,2105,0,2023-01-01,1
28458,"R024-RAINB",2023-02-16,"CST-D","NET30",FALSE,476.5,476.5,0,2023-01-01,1
28459,"C006-C&DTE",2023-02-16,"MWS-T","NET30",FALSE,819.95,819.95,0,2023-01-01,1
28460,"V007-VNDRL",2023-02-16,NA,"NET30",FALSE,525.12,525.12,0,2023-01-01,1
28473,"T026-TALOS",2023-02-17,"MWS-T","NET30",FALSE,1813.76,1813.76,0,2023-02-01,0
28338,"M030-MORGO",2023-02-10,"MWS-T","NET45",FALSE,1678.4,1678.4,0,2023-01-01,1
28340,"F022-F&D",2023-02-13,"CPICK",NA,FALSE,87.86,87.86,0,2023-01-01,1
28346,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,761.6,761.6,0,2023-01-01,1
28349,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,163.2,163.2,0,2023-01-01,1
28351,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,246.4,246.4,0,2023-01-01,1
28352,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,203.2,203.2,0,2023-01-01,1
28355,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,204,204,0,2023-01-01,1
28356,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,181.6,181.6,0,2023-01-01,1
28357,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,935.2,935.2,0,2023-01-01,1
28358,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,251.2,251.2,0,2023-01-01,1
28360,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,428,428,0,2023-01-01,1
28407,"S025-SAKAI",2023-02-14,"MWS-T","NET30",FALSE,6103.48,6103.48,0,2023-01-01,1
28409,"S025-SAKAI",2023-02-14,"MWS-T","NET30",FALSE,6103.48,6103.48,0,2023-01-01,1
28339,"H026-HUSSM",2023-02-10,"CST-D","NET30",FALSE,17277.25,17277.25,0,2023-01-01,1
28353,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,197.6,197.6,0,2023-01-01,1
28354,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,173.6,173.6,0,2023-01-01,1
28359,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,620.8,620.8,0,2023-01-01,1
28361,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,1151.2,1151.2,0,2023-01-01,1
28362,"Y002-YNGTC",2023-02-13,"CST-D",NA,FALSE,337.56,337.56,0,2023-01-01,1
28363,"Y002-YNGTC",2023-02-13,"CST-D",NA,FALSE,8745.25,8745.25,0,2023-01-01,1
28366,"L005-LBGSY",2023-02-13,"MWS-T","NET30",FALSE,699,699,0,2023-01-01,1
28367,"P013-PENSA",2023-02-13,"MWS-T","NET60",FALSE,236.5,236.5,0,2023-01-01,1
28368,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,1468.6,1468.6,0,2023-01-01,1
28369,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,1468.6,1468.6,0,2023-01-01,1
28370,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,2284.8,2284.8,0,2023-01-01,1
28371,"M030-MORGO",2023-02-13,"MWS-T","NET45",FALSE,854.1,854.1,0,2023-01-01,1
28374,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,854.1,854.1,0,2023-01-01,1
28377,"M030-MORGO",2023-02-14,NA,"NET45",FALSE,15548.4,15548.4,0,2023-01-01,1
28378,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,389.9,389.9,0,2023-01-01,1
28379,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,666.4,666.4,0,2023-01-01,1
28380,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,572.6,572.6,0,2023-01-01,1
28381,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,599.2,599.2,0,2023-01-01,1
28382,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,142.8,142.8,0,2023-01-01,1
28383,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,142.8,142.8,0,2023-01-01,1
28384,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,215.6,215.6,0,2023-01-01,1
28385,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,177.8,177.8,0,2023-01-01,1
28387,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,151.9,151.9,0,2023-01-01,1
28388,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,178.5,178.5,0,2023-01-01,1
28375,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,854.1,854.1,0,2023-01-01,1
28376,"M030-MORGO",2023-02-14,NA,"NET45",FALSE,12438.72,12438.72,0,2023-01-01,1
28386,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,172.9,172.9,0,2023-01-01,1
28389,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,158.9,158.9,0,2023-01-01,1
28394,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,1007.3,1007.3,0,2023-01-01,1
28399,"F022-F&D",2023-02-14,"CPICK",NA,FALSE,27905,27905,0,2023-01-01,1
28412,"S002-SREIL",2023-02-14,NA,"NET30",FALSE,49.47,49.47,0,2023-01-01,1
28415,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,742.5,742.5,0,2023-01-01,1
28416,"S038-STLKI",2023-02-14,"CST-D","NET60",FALSE,4304,4304,0,2023-01-01,1
28419,"F022-F&D",2023-02-14,"CPICK",NA,FALSE,2076.4,2076.4,0,2023-01-01,1
28426,"V007-VNDRL",2023-02-14,NA,"NET30",FALSE,175.04,175.04,0,2023-01-01,1
28436,"S038-STLKI",2023-02-14,"MWS-T","NET60",FALSE,519.3,519.3,0,2023-01-01,1
28390,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,818.3,818.3,0,2023-01-01,1
28391,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,219.8,219.8,0,2023-01-01,1
28392,"M030-MORGO",2023-02-14,"MWS-T","NET45",FALSE,543.2,543.2,0,2023-01-01,1
