"first_order_month","Month_0","Month_1","Month_2","Month_3","Month_4","Month_5","Month_6","Month_7","Month_8","Month_9","Month_10","Month_11","Month_12","Month_13","Month_14","Month_15","Month_16","Month_17","Month_18","Month_19","Month_20","Month_21","Month_22"
2023-01-01,46,43,43,43,43,43,42,42,42,40,40,38,38,38,38,37,37,35,34,33,27,24,15
